cwd,bftpd_cwd_chdir,bftpd_cwd_mappath,18,16,1,Flow
cwd,bftpd_cwd_chdir,bftpd_cwd_mappath,18,16,1,Output
cwd,bftpd_cwd_chdir,bftpd_cwd_mappath,18,19,0,Flow
cwd,bftpd_cwd_chdir,bftpd_cwd_mappath,18,20,0,Flow
cwd,bftpd_cwd_chdir,bftpd_cwd_mappath,18,23,0,Flow
cwd,bftpd_cwd_chdir,bftpd_cwd_mappath,18,24,0,Flow
cwd,bftpd_cwd_chdir,bftpd_cwd_mappath,18,26,0,Flow
cwd,bftpd_cwd_chdir,chdir,19,18,1,Flow
cwd,bftpd_cwd_chdir,chdir,19,18,1,Output
cwd,bftpd_cwd_chdir,chdir,19,20,1,Input
cwd,bftpd_cwd_chdir,chdir,19,20,1,Flow
cwd,bftpd_cwd_chdir,chdir,19,23,1,Input
cwd,bftpd_cwd_chdir,chdir,19,23,1,Flow
cwd,bftpd_cwd_chdir,chdir,19,24,1,Input
cwd,bftpd_cwd_chdir,chdir,19,24,1,Flow
cwd,bftpd_cwd_chdir,chdir,19,26,1,Input
cwd,bftpd_cwd_chdir,chdir,19,26,1,Flow
cwd,bftpd_cwd_chdir,free,20,18,1,Flow
cwd,bftpd_cwd_chdir,free,20,18,1,Output
cwd,bftpd_cwd_chdir,free,20,19,1,Input
cwd,bftpd_cwd_chdir,free,20,19,1,Anti
cwd,bftpd_cwd_chdir,free,20,23,1,Input
cwd,bftpd_cwd_chdir,free,20,23,1,Flow
cwd,bftpd_cwd_chdir,free,20,24,1,Input
cwd,bftpd_cwd_chdir,free,20,24,1,Flow
cwd,bftpd_cwd_chdir,free,20,26,1,Input
cwd,bftpd_cwd_chdir,free,20,26,1,Flow
cwd,bftpd_cwd_chdir,strlen,23,18,1,Flow
cwd,bftpd_cwd_chdir,strlen,23,18,1,Output
cwd,bftpd_cwd_chdir,strlen,23,19,1,Input
cwd,bftpd_cwd_chdir,strlen,23,19,1,Anti
cwd,bftpd_cwd_chdir,strlen,23,20,1,Input
cwd,bftpd_cwd_chdir,strlen,23,20,1,Anti
cwd,bftpd_cwd_chdir,strlen,23,24,1,Input
