commit_sha,commit_message,file_name,file_sha,file_url,log_statement,change_type,log_function,log_params,log_location
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,"-    auto status = Grid::get(txn)->catalogCache()->getDatabase(txn, staleNS.db());",-,auto status = Grid::get(txn)->catalogCache,"[u')->getDatabase(txn, staleNS.db());']",373
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,"+    auto status = grid.catalogCache()->getDatabase(txn, staleNS.db().toString());",+,auto status = grid.catalogCache,"[u')->getDatabase(txn, staleNS.db().toString());']",374
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,"-        const auto shard = uassertStatusOK(Grid::get(txn)->shardRegistry()->getShard(txn, shardId));",-,const auto shard = uassertStatusOK,"[u'Grid::get(txn)->shardRegistry()->getShard(txn, shardId));']",422
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,"+        const auto shard = uassertStatusOK(grid.shardRegistry()->getShard(txn, shardId));",+,const auto shard = uassertStatusOK,"[u'grid.shardRegistry()->getShard(txn, shardId));']",423
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,-            uassertStatusOK(scopedCMStatus.getStatus());,-,uassertStatusOK,[u'scopedCMStatus.getStatus());'],529
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,"+        auto status = grid.catalogCache()->getDatabase(txn, nss.db().toString());",+,auto status = grid.catalogCache,"[u')->getDatabase(txn, nss.db().toString());']",535
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,+            config = uassertStatusOK(status);,+,config = uassertStatusOK,[u'status);'],537
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,"-                uassertStatusOK(Grid::get(txn)->shardRegistry()->getShard(txn, i->first));",-,uassertStatusOK,"[u'Grid::get(txn)->shardRegistry()->getShard(txn, i->first));']",1025
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/client/parallel.cpp,26ebcea0582626fa37c1bc8bee0659822aa237ee,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/client/parallel.cpp,"+            const auto shard = uassertStatusOK(grid.shardRegistry()->getShard(txn, i->first));",+,const auto shard = uassertStatusOK,"[u'grid.shardRegistry()->getShard(txn, i->first));']",1026
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/db/s/balancer/balancer.cpp,45c00bde6862bb7416e7204a1c53a66380aab55c,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/db/s/balancer/balancer.cpp,"-    auto scopedCM = uassertStatusOK(ScopedChunkManager::refreshAndGet(txn, nss));",-,auto scopedCM = uassertStatusOK,"[u'ScopedChunkManager::refreshAndGet(txn, nss));']",634
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/db/s/balancer/balancer.cpp,45c00bde6862bb7416e7204a1c53a66380aab55c,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/db/s/balancer/balancer.cpp,"+    auto scopedChunkManager = uassertStatusOK(ScopedChunkManager::refreshAndGet(txn, nss));",+,auto scopedChunkManager = uassertStatusOK,"[u'ScopedChunkManager::refreshAndGet(txn, nss));']",636
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/catalog/catalog_cache.cpp,cde72edbc46eb5974d75f71b812efc3a6cbe7d2c,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/catalog/catalog_cache.cpp,-CatalogCache::CatalogCache() = default;,-,CatalogCache::CatalogCache,[u') = default;'],45
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/catalog/catalog_cache.cpp,cde72edbc46eb5974d75f71b812efc3a6cbe7d2c,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/catalog/catalog_cache.cpp,-CatalogCache::~CatalogCache() = default;,-,CatalogCache::~CatalogCache,[u') = default;'],47
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/catalog/catalog_cache.cpp,cde72edbc46eb5974d75f71b812efc3a6cbe7d2c,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/catalog/catalog_cache.cpp,+CatalogCache::CatalogCache() {},+,CatalogCache::CatalogCache,[u') {}'],48
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/catalog/catalog_cache.cpp,cde72edbc46eb5974d75f71b812efc3a6cbe7d2c,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/catalog/catalog_cache.cpp,"-    auto status = Grid::get(txn)->catalogClient(txn)->getDatabase(txn, dbName.toString());",-,auto status = Grid::get(txn)->catalogClient,"[u'txn)->getDatabase(txn, dbName.toString());']",74
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/catalog/catalog_cache.cpp,cde72edbc46eb5974d75f71b812efc3a6cbe7d2c,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/catalog/catalog_cache.cpp,"+    auto status = Grid::get(txn)->catalogClient(txn)->getDatabase(txn, dbName);",+,auto status = Grid::get(txn)->catalogClient,"[u'txn)->getDatabase(txn, dbName);']",75
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/chunk_manager.cpp,324be082da5cee886cad2786d5a35a5d0b15d1ac,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/chunk_manager.cpp,"-    auto config = uassertStatusOK(Grid::get(txn)->catalogCache()->getDatabase(txn, nss.db()));",-,auto config = uassertStatusOK(Grid::get(txn)->catalogCache,"[u')->getDatabase(txn, nss.db()));']",522
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/chunk_manager.cpp,324be082da5cee886cad2786d5a35a5d0b15d1ac,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/chunk_manager.cpp,"+        uassertStatusOK(Grid::get(txn)->catalogCache()->getDatabase(txn, nss.db().toString()));",+,uassertStatusOK(Grid::get(txn)->catalogCache,"[u')->getDatabase(txn, nss.db().toString()));']",524
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/client/version_manager.cpp,3cb09cc0db65e60f15c3dca03adc047b8a6ad0f9,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/client/version_manager.cpp,"+    auto status = grid.catalogCache()->getDatabase(txn, nsToDatabase(ns));",+,auto status = grid.catalogCache,"[u')->getDatabase(txn, nsToDatabase(ns));']",273
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/client/version_manager.cpp,3cb09cc0db65e60f15c3dca03adc047b8a6ad0f9,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/client/version_manager.cpp,-            Grid::get(txn)->catalogCache()->invalidate(nss.db());,-,Grid::get(txn)->catalogCache,[u')->invalidate(nss.db());'],468
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/client/version_manager.cpp,3cb09cc0db65e60f15c3dca03adc047b8a6ad0f9,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/client/version_manager.cpp,+    grid.catalogCache()->invalidate(nss.db().toString());,+,grid.catalogCache,[u')->invalidate(nss.db().toString());'],532
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/client/version_manager.cpp,3cb09cc0db65e60f15c3dca03adc047b8a6ad0f9,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/client/version_manager.cpp,"+    auto status = grid.catalogCache()->getDatabase(txn, nss.db().toString());",+,auto status = grid.catalogCache,"[u')->getDatabase(txn, nss.db().toString());']",534
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/commands/cluster_commands_common.cpp,8a309d3d31b139da0a884513cf87d649487d38d5,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/commands/cluster_commands_common.cpp,-    Grid::get(txn)->catalogCache()->invalidate(nss.db());,-,Grid::get(txn)->catalogCache,[u')->invalidate(nss.db());'],70
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/commands/cluster_map_reduce_cmd.cpp,232aefa5bd2796ebe4adaa2d16bbb2da4ffdfd52,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/commands/cluster_map_reduce_cmd.cpp,-                    Grid::get(txn)->catalogCache()->invalidate(outputCollNss.db());,-,Grid::get(txn)->catalogCache,[u')->invalidate(outputCollNss.db());'],481
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/commands/cluster_map_reduce_cmd.cpp,232aefa5bd2796ebe4adaa2d16bbb2da4ffdfd52,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/commands/cluster_map_reduce_cmd.cpp,+                    Grid::get(txn)->catalogCache()->invalidate(outputCollNss.db().toString());,+,Grid::get(txn)->catalogCache,[u')->invalidate(outputCollNss.db().toString());'],482
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/commands/commands_public.cpp,943f831dfa637d13d326b9865f33f1f93c3e0753,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/commands/commands_public.cpp,"-        auto status = Grid::get(txn)->catalogCache()->getDatabase(txn, nss.db());",-,auto status = Grid::get(txn)->catalogCache,"[u')->getDatabase(txn, nss.db());']",1016
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/commands/commands_public.cpp,943f831dfa637d13d326b9865f33f1f93c3e0753,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/commands/commands_public.cpp,"+        auto status = Grid::get(txn)->catalogCache()->getDatabase(txn, nss.db().toString());",+,auto status = Grid::get(txn)->catalogCache,"[u')->getDatabase(txn, nss.db().toString());']",1017
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/commands/strategy.cpp,411fae3358fa53a009a217c0cc53cef5731a41d9,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/commands/strategy.cpp,-                Grid::get(txn)->catalogCache()->invalidate(NamespaceString(staleNS).db());,-,Grid::get(txn)->catalogCache,[u')->invalidate(NamespaceString(staleNS).db());'],349
c5f52fb3265ef68ffe2741f88758082dda393a4b,"Revert ""SERVER-27382 Remove usages of DBConfig::reload/getChunkManagerOrPrimary from legacy code paths""

This reverts commit 58292592979ff9277ec34390469a1541315104c0.",src/mongo/s/commands/strategy.cpp,411fae3358fa53a009a217c0cc53cef5731a41d9,https://raw.githubusercontent.com/mongodb/mongo/c5f52fb3265ef68ffe2741f88758082dda393a4b/src/mongo/s/commands/strategy.cpp,"+                    LOG(1) << ""Database does not exist or collection no longer sharded after a """,+,LOG,"[u'1) << ""Database does not exist or collection no longer sharded after a ""']",351
