commit_sha,commit_message,file_name,change_type,log_node,old_log_loc,old_store_name,new_log_loc,new_store_name,old_context_list,new_context_list,old_ddg_list,old_static_list,new_ddg_list,new_static_list,clone_log,clone_location,clone_file_name,clone_context_list,clone_ddg_list,clone_static_list
8843120ded39b90423afd48ebfde4c059d9495ed,"Merge topic 'update-curl'

95d3ebcc curl: Set TLS/SSL build options the way we need for CMake
11ba72c6 curl: Skip building docs within CMake
29997590 Merge branch 'upstream-curl' into update-curl
fd7d521c curl 2017-04-19 (d957e218)
5af9c8e2 curl: Update script to get curl 7.54.0

Acked-by: Kitware Robot <kwrobot@kitware.com>
Merge-request: !828",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""295367"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_11_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_11_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""axTLS/%s"" , ssl_version ( ) ) ;",686:2:22379:22435,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/axtls.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""axTLS/%s\""""]"
8843120ded39b90423afd48ebfde4c059d9495ed,"Merge topic 'update-curl'

95d3ebcc curl: Set TLS/SSL build options the way we need for CMake
11ba72c6 curl: Skip building docs within CMake
29997590 Merge branch 'upstream-curl' into update-curl
fd7d521c curl 2017-04-19 (d957e218)
5af9c8e2 curl: Update script to get curl 7.54.0

Acked-by: Kitware Robot <kwrobot@kitware.com>
Merge-request: !828",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""295367"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_11_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_11_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""wolfSSL/%s"" , wolfSSL_lib_version ( ) ) ;",745:2:24135:24201,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/cyassl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""wolfSSL/%s\""""]"
8843120ded39b90423afd48ebfde4c059d9495ed,"Merge topic 'update-curl'

95d3ebcc curl: Set TLS/SSL build options the way we need for CMake
11ba72c6 curl: Skip building docs within CMake
29997590 Merge branch 'upstream-curl' into update-curl
fd7d521c curl 2017-04-19 (d957e218)
5af9c8e2 curl: Update script to get curl 7.54.0

Acked-by: Kitware Robot <kwrobot@kitware.com>
Merge-request: !828",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""295367"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_11_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_11_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""SecureTransport"" ) ;",2506:2:85205:85253,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/darwinssl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""SecureTransport\""""]"
8843120ded39b90423afd48ebfde4c059d9495ed,"Merge topic 'update-curl'

95d3ebcc curl: Set TLS/SSL build options the way we need for CMake
11ba72c6 curl: Skip building docs within CMake
29997590 Merge branch 'upstream-curl' into update-curl
fd7d521c curl 2017-04-19 (d957e218)
5af9c8e2 curl: Update script to get curl 7.54.0

Acked-by: Kitware Robot <kwrobot@kitware.com>
Merge-request: !828",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""295367"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_11_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_11_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""GnuTLS/%s"" , gnutls_check_version ( NULL ) ) ;",1693:2:52666:52736,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/gtls.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""GnuTLS/%s\""""]"
8843120ded39b90423afd48ebfde4c059d9495ed,"Merge topic 'update-curl'

95d3ebcc curl: Set TLS/SSL build options the way we need for CMake
11ba72c6 curl: Skip building docs within CMake
29997590 Merge branch 'upstream-curl' into update-curl
fd7d521c curl 2017-04-19 (d957e218)
5af9c8e2 curl: Update script to get curl 7.54.0

Acked-by: Kitware Robot <kwrobot@kitware.com>
Merge-request: !828",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""295367"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_11_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_11_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""NSS/%s"" , NSS_VERSION ) ;",2155:2:65100:65152,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/nss.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""NSS/%s\""""]"
8843120ded39b90423afd48ebfde4c059d9495ed,"Merge topic 'update-curl'

95d3ebcc curl: Set TLS/SSL build options the way we need for CMake
11ba72c6 curl: Skip building docs within CMake
29997590 Merge branch 'upstream-curl' into update-curl
fd7d521c curl 2017-04-19 (d957e218)
5af9c8e2 curl: Update script to get curl 7.54.0

Acked-by: Kitware Robot <kwrobot@kitware.com>
Merge-request: !828",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""295367"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_11_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_11_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , OSSL_PACKAGE ) ;",3286:2:97971:98014,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/openssl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]",[]
8843120ded39b90423afd48ebfde4c059d9495ed,"Merge topic 'update-curl'

95d3ebcc curl: Set TLS/SSL build options the way we need for CMake
11ba72c6 curl: Skip building docs within CMake
29997590 Merge branch 'upstream-curl' into update-curl
fd7d521c curl 2017-04-19 (d957e218)
5af9c8e2 curl: Update script to get curl 7.54.0

Acked-by: Kitware Robot <kwrobot@kitware.com>
Merge-request: !828",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""295367"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_11_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_11_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","size = snprintf ( buffer , size , ""WinSSL"" )",1557:2:55302:55341,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/schannel.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""WinSSL\""""]"
299975908ada992800791fac7f3739050e0ae2a9,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2017-04-19 (d957e218)

Resolve conflicts in `CMakeLists.txt` in favor of the upstream version.
We will re-apply our logic as needed in following commits.",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""911665"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_17_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_17_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""axTLS/%s"" , ssl_version ( ) ) ;",686:2:22379:22435,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/axtls.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""axTLS/%s\""""]"
299975908ada992800791fac7f3739050e0ae2a9,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2017-04-19 (d957e218)

Resolve conflicts in `CMakeLists.txt` in favor of the upstream version.
We will re-apply our logic as needed in following commits.",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""911665"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_17_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_17_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""wolfSSL/%s"" , wolfSSL_lib_version ( ) ) ;",745:2:24135:24201,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/cyassl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""wolfSSL/%s\""""]"
299975908ada992800791fac7f3739050e0ae2a9,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2017-04-19 (d957e218)

Resolve conflicts in `CMakeLists.txt` in favor of the upstream version.
We will re-apply our logic as needed in following commits.",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""911665"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_17_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_17_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""SecureTransport"" ) ;",2506:2:85205:85253,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/darwinssl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""SecureTransport\""""]"
