file,function,loc,log,check,variable
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_0_git-2.4.10.cpp,10,"error(""missing object referenced by '%.*s'"", warnlen, warn)","[""parse_object_ret"", ""strlen_arg""]","[""strlen_ret"", ""strlen_arg_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4_git-2.4.10.cpp,37,"error(""Unknown type %s"", type)","[""strcmp_ret""]",[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5_git-2.4.10.cpp,11,"error(""Could not read %s"",
			     sha1_to_hex(item->object.sha1))","[""read_sha1_file_ret""]","[""sha1_to_hex_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5_git-2.4.10.cpp,15,"error(""Object %s not a tag"",
			     sha1_to_hex(item->object.sha1))","["" enum object_type"", null]","[""sha1_to_hex_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_8_git-2.4.10.cpp,3,"die(""The remote end hung up upon initial contact"")","[""int""]",[]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_8_git-2.4.10.cpp,5,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."")","[""int""]",[]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_11_git-2.4.10.cpp,28,"die(""remote error: %s"", arg)","[""skip_prefix_ret"", ""packet_read_ret""]","[""skip_prefix_arg_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_11_git-2.4.10.cpp,32,"die(""protocol error: expected shallow sha-1, got '%s'"", arg)","[""get_sha1_hex_ret""]","[""get_sha1_hex_arg_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_11_git-2.4.10.cpp,34,"die(""repository on the other end cannot be shallow"")","[""sha1_array_append_arg""]",[]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.4.10/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_11_git-2.4.10.cpp,40,"die(""protocol error: expected sha/ref, got '%s'"", buffer)","[""get_sha1_hex_ret"", ""packet_read_ret"", ""get_sha1_hex_arg_ret""]","[""get_sha1_hex_arg_ret""]"
