patch_file,old_file,new_file,patch_hunk_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_log_loc,new_log_loc
rsync-0.1_diff_rsync-0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.1/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_1.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_1.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_1.cpp,289,306,"[0, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[0, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35]"
rsync-0.1_diff_rsync-0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.1/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_2.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_2.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_2.cpp,520,603,"[2, 8, 11]","[2, 10, 13]"
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_3.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_3.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_3.cpp,271,274,"[1, 7, 14, 29, 35]","[1, 8, 13, 21, 36]"
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_4.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_4.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_4.cpp,325,330,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_5.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_5.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_5.cpp,340,346,"[0, 1]","[0, 1]"
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_6.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_6.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_6.cpp,513,524,[10],[12]
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_7.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_7.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_7.cpp,643,656,"[11, 22, 29]","[10, 19, 30]"
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/rsync.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/rsync.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_8.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_8.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_8.cpp,237,241,"[8, 12, 26, 29, 32]","[8, 12, 26, 29, 32]"
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/rsync.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/rsync.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_9.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_9.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_9.cpp,279,283,[9],[9]
rsync-0.2_diff_rsync-0.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.2/rsync.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/rsync.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_patch_hunk_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_old_hunk_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_new_hunk_10.cpp,311,315,"[2, 10]","[2, 15]"
