file,function,loc,log,check,variable
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_1_rsync-0.3.cpp,5,"out_of_memory(""build_hash_table"")","[""malloc_ret""]",[]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_2_rsync-0.3.cpp,6,"fprintf(stderr,""match at %d last_match=%d j=%d len=%d n=%d\n"",
	      (int)offset,(int)last_match,i,(int)s->sums[i].len,n)","[""write_int_arg""]","[null, null, ""int"", null, ""write_buf_arg"", ""write_int_arg"", null, "" struct sum_struct"", null, ""write_int_arg"", ""off_t"", ""write_int_arg""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_3_rsync-0.3.cpp,8,"fprintf(stderr,""hash search b=%d len=%d\n"",s->n,(int)len)",[null],"[null, ""matched_arg"", null, null, ""MIN_arg""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_3_rsync-0.3.cpp,15,"fprintf(stderr, ""sum=%.8x k=%d\n"", sum, k)",[null],"[null, ""get_checksum1_ret"", ""MIN_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_3_rsync-0.3.cpp,22,"fprintf(stderr,""hash search s->n=%d len=%d count=%d\n"",
	    s->n,(int)len,s->count)",[null],"[null, ""matched_arg"", null, null, ""MIN_arg"", ""matched_arg"", null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_3_rsync-0.3.cpp,29,"fprintf(stderr,""offset=%d sum=%08x\n"",
	      offset,sum)",[null],"[null, ""MIN_arg"", ""get_checksum1_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_3_rsync-0.3.cpp,42,"fprintf(stderr,""potential match at %d target=%d %d sum=%08x\n"",
		    offset,j,i,sum)",[null],"[null, ""MIN_arg"", ""int"", ""matched_arg"", ""get_checksum1_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_3_rsync-0.3.cpp,79,"fprintf(stderr,""s2:s1 = %.4x%.4x sum=%.8x k=%d offset=%d took %x added %x\n"",
	      s2&0xffff, s1&0xffff, get_checksum1(buf+offset+1,k),
	      k, (int)offset, buf[offset], buf[offset+k])",[null],"[""get_checksum1_ret"", null, ""uint32"", ""uint32"", ""MIN_ret"", null, ""int"", ""get_checksum1_arg_ret"", ""int"", ""get_checksum1_arg_ret"", ""int"", ""MIN_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_4_rsync-0.3.cpp,10,"fprintf(stderr,""built hash table\n"")",[null],[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_4_rsync-0.3.cpp,15,"fprintf(stderr,""done hash search\n"")",[null],[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/match.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_4_rsync-0.3.cpp,26,"fprintf(stderr, ""false_alarms=%d tag_hits=%d matches=%d\n"",
	    false_alarms, tag_hits, matches)",[null],"[null, null, null, null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/exclude.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_8_rsync-0.3.cpp,8,"fprintf(stderr,""clearing exclude list\n"")",[null],[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/exclude.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_8_rsync-0.3.cpp,23,"out_of_memory(""add_exclude"")","[""strdup_ret"", ""realloc_ret"", ""realloc_ret"", ""int""]",[]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/exclude.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_8_rsync-0.3.cpp,26,"fprintf(stderr,""add_exclude(%s)\n"",pattern)",[null],"[null, ""strdup_arg_ret""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_21_rsync-0.3.cpp,5,"fprintf(stderr,""write_int failed : %s\n"",strerror(errno))","[""write_ret""]","[""strerror_ret"", null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_22_rsync-0.3.cpp,3,"fprintf(stderr,""write_buf failed : %s\n"",strerror(errno))","[""write_ret"", ""int""]","[""strerror_ret"", null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_25_rsync-0.3.cpp,5,"fprintf(stderr,""Error reading %d bytes : %s\n"",4,strerror(errno))",[null],"[""strerror_ret"", null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_26_rsync-0.3.cpp,4,"fprintf(stderr,""Error reading %d bytes : %s\n"",len,strerror(errno))",[null],"[""strerror_ret"", null, ""int""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/repos/rsync-0.3/util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/rsync/gumtree/rsync_repos_function_29_rsync-0.3.cpp,8,"fprintf(stderr,""pipe: %s\n"",strerror(errno))","[""pipe_ret"", ""pipe_ret""]","[""strerror_ret"", null]"
